generation,education,marital_status,income,children,expenses,purchases,recency,years,acceptcmpg
Millennial,graduate,single,30828.0,1,56,11,16,11.0,0
Gen_X,post_graduate,relation,34109.0,1,22,8,39,11.0,0
Gen_X,post_graduate,single,53367.0,2,400,28,2,10.0,0
Gen_X,under_graduate,relation,22390.0,0,26,11,49,10.0,0
Gen_X,graduate,relation,71322.0,1,350,15,31,10.0,0
Millennial,graduate,single,79244.0,0,1216,23,58,11.0,2
Baby_boomers,post_graduate,relation,49912.0,1,874,34,5,11.0,1
Baby_boomers,post_graduate,relation,48699.0,2,40,10,90,11.0,0
Gen_X,graduate,relation,80144.0,0,1367,20,47,10.0,0
Baby_boomers,graduate,single,54252.0,2,264,21,25,11.0,0
Gen_X,post_graduate,relation,81929.0,1,2053,26,60,11.0,2
Gen_X,graduate,relation,76068.0,1,1376,16,67,11.0,2
Gen_X,post_graduate,relation,53204.0,2,45,9,40,10.0,0
Baby_boomers,post_graduate,relation,67911.0,1,976,30,63,10.0,0
Millennial,post_graduate,relation,14796.0,1,51,15,1,11.0,0
Gen_X,post_graduate,relation,78128.0,1,1264,23,89,10.0,2
Gen_X,under_graduate,relation,14188.0,0,75,13,40,11.0,0
Millennial,under_graduate,relation,20425.0,1,57,14,5,11.0,0
Baby_boomers,post_graduate,relation,58646.0,1,140,12,3,10.0,0
Gen_X,graduate,single,72967.0,1,497,24,1,11.0,1
Baby_boomers,post_graduate,relation,48150.0,1,266,20,24,10.0,0
Baby_boomers,graduate,single,82332.0,0,2006,23,89,11.0,1
Baby_boomers,graduate,single,58275.0,2,615,30,48,11.0,0
Millennial,post_graduate,relation,44953.0,0,1021,30,31,11.0,1
Baby_boomers,graduate,relation,34587.0,2,22,10,68,10.0,0
Gen_X,post_graduate,relation,43018.0,1,133,12,46,11.0,0
Baby_boomers,post_graduate,relation,45736.0,1,437,26,92,10.0,0
Gen_X,post_graduate,relation,66476.0,1,1013,30,80,11.0,0
Millennial,post_graduate,relation,27733.0,1,57,14,16,10.0,0
Baby_boomers,post_graduate,relation,69805.0,1,1038,29,50,10.0,0
Baby_boomers,post_graduate,single,72217.0,0,1573,24,93,10.0,0
Gen_X,graduate,single,25818.0,1,28,11,51,11.0,0
Gen_X,post_graduate,relation,37509.0,1,123,16,24,11.0,0
Gen_X,post_graduate,relation,25176.0,2,13,11,79,10.0,0
Millennial,graduate,relation,43586.0,1,132,18,26,11.0,0
Baby_boomers,post_graduate,relation,53230.0,1,732,28,86,12.0,0
Baby_boomers,graduate,relation,50116.0,2,66,12,68,10.0,1
Gen_X,graduate,relation,84906.0,0,1631,26,98,11.0,3
Gen_X,graduate,relation,61286.0,1,608,23,34,11.0,0
Millennial,post_graduate,relation,82333.0,0,1822,20,60,11.0,1
Gen_X,post_graduate,relation,65220.0,0,1282,29,3,12.0,0
Gen_X,graduate,relation,33590.0,3,8,11,65,11.0,0
Gen_X,graduate,single,30992.0,1,43,12,83,11.0,0
Gen_X,post_graduate,single,72309.0,0,1931,23,64,10.0,1
Baby_boomers,post_graduate,relation,156924.0,0,8,0,85,10.0,0
Millennial,under_graduate,relation,16005.0,1,103,16,69,11.0,0
Baby_boomers,post_graduate,single,65487.0,0,1169,19,48,9.0,0
Gen_X,graduate,relation,58692.0,1,395,22,21,10.0,0
Gen_X,graduate,single,40590.0,2,258,21,30,11.0,1
Gen_X,graduate,single,20587.0,1,25,12,39,9.0,0
Baby_boomers,post_graduate,single,62637.0,1,185,12,76,10.0,0
Gen_X,post_graduate,single,29435.0,2,180,20,11,12.0,0
Gen_X,graduate,single,19346.0,1,22,13,26,10.0,0
Gen_X,graduate,relation,35788.0,2,44,13,34,10.0,0
Gen_X,graduate,single,36997.0,2,94,17,72,11.0,0
Baby_boomers,graduate,relation,23539.0,0,81,13,13,10.0,0
Gen_X,graduate,single,65333.0,1,798,34,58,10.0,2
Baby_boomers,graduate,single,78499.0,0,1334,23,12,10.0,1
Gen_X,post_graduate,relation,29732.0,1,38,14,23,10.0,0
Baby_boomers,post_graduate,relation,41275.0,3,61,16,33,10.0,0
Gen_X,post_graduate,relation,63516.0,2,300,21,30,11.0,0
Baby_boomers,post_graduate,relation,42769.0,1,88,12,15,10.0,0
Baby_boomers,post_graduate,relation,49572.0,2,54,14,25,10.0,0
Gen_X,graduate,relation,69209.0,0,1782,20,4,11.0,1
Gen_X,graduate,relation,17148.0,1,68,19,80,10.0,0
Gen_X,graduate,single,40590.0,2,258,21,30,11.0,1
Gen_X,post_graduate,relation,30560.0,1,31,12,6,11.0,0
Millennial,post_graduate,relation,32146.0,1,66,14,16,9.0,0
Baby_boomers,post_graduate,single,41713.0,2,174,19,57,10.0,0
Gen_X,post_graduate,relation,34176.0,1,28,8,9,10.0,0
Baby_boomers,post_graduate,relation,58482.0,1,731,28,59,9.0,1
Gen_X,graduate,single,59686.0,1,274,16,78,10.0,0
Baby_boomers,post_graduate,relation,60896.0,1,1701,32,90,11.0,0
Millennial,graduate,relation,62994.0,1,312,19,74,10.0,0
Baby_boomers,graduate,relation,47320.0,1,414,26,10,11.0,0
Baby_boomers,post_graduate,single,74859.0,0,1565,26,63,11.0,1
Millennial,under_graduate,single,15253.0,1,29,13,13,10.0,0
Gen_X,post_graduate,single,31560.0,1,94,16,98,11.0,0
Baby_boomers,graduate,single,72071.0,1,1338,22,4,11.0,0
Millennial,post_graduate,single,91172.0,0,1092,17,94,11.0,4
Millennial,graduate,relation,90000.0,0,1479,19,91,10.0,3
Millennial,graduate,single,41967.0,2,54,9,66,10.0,0
Gen_X,graduate,single,69263.0,1,568,24,14,10.0,1
Gen_X,post_graduate,single,65706.0,0,1199,34,77,11.0,3
Gen_X,graduate,relation,60934.0,1,873,27,41,10.0,0
Baby_boomers,graduate,relation,71965.0,1,1213,20,21,10.0,0
Baby_boomers,graduate,relation,65210.0,1,731,28,25,9.0,2
Gen_X,post_graduate,relation,79174.0,0,2043,21,2,10.0,2
Gen_X,post_graduate,single,81380.0,0,1893,19,51,11.0,0
Gen_X,post_graduate,single,48432.0,1,424,27,3,11.0,0
Gen_X,graduate,relation,52914.0,1,575,22,32,11.0,1
Baby_boomers,graduate,relation,38946.0,1,257,17,84,10.0,0
Gen_X,graduate,relation,26067.0,1,56,17,49,11.0,0
Gen_X,post_graduate,relation,44325.0,1,542,29,69,11.0,1
Baby_boomers,graduate,relation,42523.0,0,125,9,96,10.0,0
Gen_X,under_graduate,single,26487.0,1,69,14,23,11.0,0
Baby_boomers,post_graduate,relation,53233.0,1,40,9,18,10.0,0
Baby_boomers,graduate,relation,67716.0,1,1016,33,8,10.0,1
Gen_X,post_graduate,relation,76234.0,1,907,26,21,10.0,1
Baby_boomers,post_graduate,relation,84117.0,0,1566,26,60,9.0,1
Baby_boomers,post_graduate,relation,65487.0,0,1169,19,48,9.0,0
Gen_X,under_graduate,relation,25224.0,1,46,10,36,10.0,0
Millennial,post_graduate,single,89616.0,0,1644,27,36,11.0,0
Gen_X,graduate,single,40851.0,2,59,12,63,11.0,0
Baby_boomers,graduate,relation,27469.0,0,17,10,2,12.0,0
Baby_boomers,post_graduate,relation,82347.0,0,1853,28,38,12.0,2
Baby_boomers,graduate,relation,73803.0,1,1528,28,61,12.0,1
Baby_boomers,post_graduate,single,8820.0,2,35,18,52,11.0,0
Gen_X,graduate,single,43322.0,0,141,15,25,10.0,0
Gen_X,graduate,relation,55593.0,1,546,23,63,10.0,1
Baby_boomers,graduate,relation,50501.0,2,500,26,10,11.0,1
Gen_X,graduate,relation,37085.0,2,61,18,65,10.0,0
Millennial,under_graduate,single,16185.0,1,106,16,71,11.0,0
Gen_X,graduate,single,57731.0,1,704,32,0,11.0,0
Gen_X,post_graduate,single,48432.0,1,424,27,3,11.0,0
Gen_X,graduate,relation,73807.0,1,849,25,88,11.0,0
Millennial,graduate,relation,18929.0,0,85,12,15,11.0,0
Gen_X,graduate,single,35893.0,2,199,23,80,11.0,0
Millennial,graduate,relation,61014.0,1,1147,27,17,11.0,0
Baby_boomers,graduate,relation,32144.0,2,54,17,76,10.0,1
Baby_boomers,under_graduate,relation,14918.0,1,43,11,52,11.0,0
Baby_boomers,graduate,single,45146.0,2,53,10,28,10.0,0
Baby_boomers,post_graduate,single,41769.0,1,521,30,31,11.0,0
Millennial,graduate,relation,88325.0,0,1623,20,42,10.0,0
Baby_boomers,post_graduate,single,38054.0,2,45,14,24,10.0,0
Millennial,post_graduate,single,80617.0,0,1435,21,42,11.0,0
Gen_X,graduate,relation,5305.0,1,32,14,12,10.0,0
Baby_boomers,graduate,relation,36807.0,2,16,10,88,11.0,0
Millennial,graduate,relation,28427.0,1,52,15,67,11.0,0
Baby_boomers,post_graduate,single,82032.0,0,1234,18,54,10.0,0
Gen_X,graduate,relation,22775.0,1,15,12,40,11.0,0
Millennial,post_graduate,relation,40101.0,1,415,24,73,11.0,0
Gen_X,graduate,relation,58025.0,1,470,22,81,10.0,0
Millennial,post_graduate,single,75777.0,0,1438,22,12,11.0,2
Gen_X,post_graduate,relation,7500.0,1,53,18,7,10.0,0
Baby_boomers,post_graduate,relation,33562.0,3,51,13,33,10.0,0
Gen_X,post_graduate,single,57642.0,1,679,26,24,9.0,1
Gen_X,graduate,relation,58554.0,2,586,29,55,11.0,0
Gen_X,graduate,relation,63777.0,2,653,34,87,11.0,0
Baby_boomers,graduate,single,57967.0,1,468,24,39,11.0,0
Gen_X,post_graduate,relation,52247.25135379061,0,1679,1,53,11.0,1
Gen_X,graduate,relation,24434.0,2,50,14,9,10.0,0
Millennial,graduate,single,11012.0,1,84,18,82,11.0,1
Gen_X,post_graduate,single,44802.0,0,1049,35,71,11.0,0
Millennial,graduate,single,26816.0,0,22,8,50,11.0,0
Gen_X,graduate,relation,666666.0,1,62,17,23,11.0,0
Gen_X,graduate,relation,34421.0,1,30,11,81,11.0,0
Gen_X,graduate,relation,61223.0,1,1341,23,46,11.0,0
Baby_boomers,post_graduate,relation,64014.0,3,444,29,56,9.0,1
Millennial,graduate,single,56981.0,0,1241,25,91,10.0,1
Baby_boomers,post_graduate,relation,69245.0,1,843,26,8,10.0,0
Baby_boomers,post_graduate,relation,52869.0,2,172,18,40,11.0,0
